feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.5097..L.lysine.biosynthesis.VI.g__Monoglobus.s__Monoglobus_pectinilyticus	Diagnosis	IPF	-0.243470976989574	0.174981993829885	19	2	0.182043968725249	0.603151949208552
PWY.5097..L.lysine.biosynthesis.VI.g__Parasutterella.s__Parasutterella_excrementihominis	Diagnosis	IPF	-0.754313290721091	0.463964866430074	19	3	0.122385586625307	0.603151949208552
PWY.5097..L.lysine.biosynthesis.VI.g__Prevotella.s__Prevotella_copri	Diagnosis	IPF	-1.37185193668055	1.00478989861619	19	5	0.189951011658576	0.603151949208552
PWY.5097..L.lysine.biosynthesis.VI.g__Prevotella.s__Prevotella_sp_CAG_386	Diagnosis	IPF	-1.65376402090978	1.08249920412852	19	3	0.144971868872846	0.603151949208552
PWY.5097..L.lysine.biosynthesis.VI.g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	Diagnosis	IPF	-0.479838996568696	0.272778239782533	19	3	0.0965481544598975	0.603151949208552
PWY.5097..L.lysine.biosynthesis.VI.g__Veillonella.s__Veillonella_atypica	Diagnosis	IPF	0.692916402022065	0.381489603838475	19	3	0.0869934891001573	0.603151949208552
PWY.5097..L.lysine.biosynthesis.VI.g__Veillonella.s__Veillonella_parvula	Diagnosis	IPF	0.620115406781626	0.322482070716893	19	3	0.0714031903449401	0.603151949208552
PWY.5097..L.lysine.biosynthesis.VI.unclassified	Diagnosis	IPF	-0.322303531603633	0.246848030071805	19	19	0.209056824699921	0.603151949208552
PWY.5484..glycolysis.II..from.fructose.6.phosphate..g__Bacteroides.s__Bacteroides_fragilis	Diagnosis	IPF	-1.2099415072208	0.650493821076331	19	5	0.0802725857522645	0.603151949208552
PWY.5484..glycolysis.II..from.fructose.6.phosphate..g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.19133709897066	0.815154172058252	19	3	0.162120337180299	0.603151949208552
PWY.5484..glycolysis.II..from.fructose.6.phosphate..g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.550540935224314	0.415664991875618	19	2	0.202874007722183	0.603151949208552
PWY.5981..CDP.diacylglycerol.biosynthesis.III.g__Lactobacillus.s__Lactobacillus_johnsonii	Diagnosis	IPF	0.52120624945675	0.388875375642051	19	2	0.19778972089214	0.603151949208552
PWY.5981..CDP.diacylglycerol.biosynthesis.III.g__Lactobacillus.s__Lactobacillus_reuteri	Diagnosis	IPF	0.515066659988583	0.383285534064196	19	2	0.19666889892228	0.603151949208552
PWY.5981..CDP.diacylglycerol.biosynthesis.III.g__Streptococcus.s__Streptococcus_mutans	Diagnosis	IPF	0.632699947371356	0.491256648986439	19	2	0.215029465073028	0.603151949208552
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis.g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.436324432606483	0.31229231571756	19	2	0.180334617835678	0.603151949208552
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis.unclassified	Diagnosis	IPF	0.795357828254833	0.57056527679149	19	8	0.181277921563916	0.603151949208552
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis.g__Streptococcus.s__Streptococcus_vestibularis	Diagnosis	IPF	0.797038250629047	0.487925714836028	19	3	0.120740805389459	0.603151949208552
PWY.6630..superpathway.of.L.tyrosine.biosynthesis.g__Eubacterium.s__Eubacterium_ventriosum	Diagnosis	IPF	-0.216286147183221	0.152976026001438	19	2	0.175455725040668	0.603151949208552
PWY.6630..superpathway.of.L.tyrosine.biosynthesis.g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	Diagnosis	IPF	-1.00541290386166	0.514011804297944	19	4	0.0671010927629934	0.603151949208552
PWY.6630..superpathway.of.L.tyrosine.biosynthesis.g__Streptococcus.s__Streptococcus_vestibularis	Diagnosis	IPF	0.834206225376173	0.491879420479455	19	3	0.108128388373709	0.603151949208552
PWY.6897..thiamine.diphosphate.salvage.II.g__Asaccharobacter.s__Asaccharobacter_celatus	Diagnosis	IPF	-0.254053449387993	0.184051151834422	19	2	0.185363693048062	0.603151949208552
PWY.6897..thiamine.diphosphate.salvage.II.g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.34293409742586	0.764287979659911	19	5	0.096893625831438	0.603151949208552
PWY.6897..thiamine.diphosphate.salvage.II.g__Hungatella.s__Hungatella_hathewayi	Diagnosis	IPF	-0.282611283591078	0.20954968455352	19	2	0.195139641282805	0.603151949208552
PWY.6897..thiamine.diphosphate.salvage.II.g__Lactobacillus.s__Lactobacillus_fermentum	Diagnosis	IPF	0.712047611733189	0.370868825808036	19	3	0.0718055491823556	0.603151949208552
PWY.6897..thiamine.diphosphate.salvage.II.unclassified	Diagnosis	IPF	-0.584051114585288	0.426087257524119	19	19	0.188286589806831	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Bacteroides.s__Bacteroides_fragilis	Diagnosis	IPF	-0.852272157354752	0.55102657002562	19	4	0.140348689938042	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Blautia.s__Ruminococcus_gnavus	Diagnosis	IPF	0.668074788505804	0.523992683832163	19	2	0.219470379870946	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	1.43133450380876	0.92266442526202	19	16	0.139244869355782	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Dorea.s__Dorea_formicigenerans	Diagnosis	IPF	-0.787027182302408	0.461184927508769	19	13	0.106108268493262	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Dorea.s__Dorea_longicatena	Diagnosis	IPF	-0.725599878933836	0.515462057613879	19	3	0.177251893602824	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Eubacterium.s__Eubacterium_eligens	Diagnosis	IPF	-1.15942520837183	0.897122001917061	19	11	0.213516107474819	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	Diagnosis	IPF	0.860745749096872	0.517927694300642	19	5	0.114859645093265	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.73365650540226	1.05934661833327	19	6	0.12010508693915	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Haemophilus.s__Haemophilus_sp_HMSC71H05	Diagnosis	IPF	-0.33109281352133	0.255193278481729	19	2	0.211817713401412	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Klebsiella.s__Klebsiella_pneumoniae	Diagnosis	IPF	0.620608466026548	0.486228375059348	19	3	0.218985982868161	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Lactobacillus.s__Lactobacillus_fermentum	Diagnosis	IPF	0.840323205081986	0.517576229912428	19	3	0.122862715312246	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Lactobacillus.s__Lactobacillus_reuteri	Diagnosis	IPF	0.503611565071484	0.372873762248864	19	2	0.194522435110174	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Streptococcus.s__Streptococcus_anginosus_group	Diagnosis	IPF	0.809604611448047	0.559008217465867	19	5	0.165729760419079	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Streptococcus.s__Streptococcus_gordonii	Diagnosis	IPF	0.846366940165713	0.501697800326197	19	3	0.109864002479153	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Streptococcus.s__Streptococcus_mutans	Diagnosis	IPF	0.714057883413098	0.455583261836105	19	3	0.135457501653548	0.603151949208552
PWY.6936..seleno.amino.acid.biosynthesis..plants..g__Veillonella.s__Veillonella_dispar	Diagnosis	IPF	0.787618694063011	0.430062398662769	19	3	0.0846226264476209	0.603151949208552
PWY.702..L.methionine.biosynthesis.II.g__Bifidobacterium.s__Bifidobacterium_dentium	Diagnosis	IPF	0.247834562381087	0.156066508050365	19	2	0.130708941854576	0.603151949208552
PWY.702..L.methionine.biosynthesis.II.g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.48861319226683	0.943238236228542	19	6	0.132946594869821	0.603151949208552
PWY.702..L.methionine.biosynthesis.II.g__Streptococcus.s__Streptococcus_anginosus_group	Diagnosis	IPF	1.07935861480625	0.572361997837038	19	4	0.0765286871272394	0.603151949208552
PWY.702..L.methionine.biosynthesis.II.g__Streptococcus.s__Streptococcus_mutans	Diagnosis	IPF	0.672987566930693	0.420298163275172	19	3	0.127746977628905	0.603151949208552
PWY.702..L.methionine.biosynthesis.II.g__Veillonella.s__Veillonella_atypica	Diagnosis	IPF	1.41516085237696	0.728750102791158	19	4	0.0689076613791843	0.603151949208552
PWY.702..L.methionine.biosynthesis.II.g__Veillonella.s__Veillonella_dispar	Diagnosis	IPF	0.473462833301773	0.232904715160051	19	3	0.057988148670369	0.603151949208552
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type.g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	0.977040222193818	0.53634938489307	19	3	0.0861518811889303	0.603151949208552
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type.g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.65710424591307	0.944107948378928	19	5	0.0972265455186977	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Bifidobacterium.s__Bifidobacterium_dentium	Diagnosis	IPF	0.339836632415249	0.228328305601515	19	2	0.154969368087903	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Eubacterium.s__Eubacterium_sp_CAG_274	Diagnosis	IPF	-0.276276176837804	0.203782583216581	19	2	0.192919948665586	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.50711884798679	0.851584433427244	19	5	0.0946959157202165	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Haemophilus.s__Haemophilus_sp_HMSC71H05	Diagnosis	IPF	-0.216381811689458	0.153049551490113	19	2	0.175471383896101	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Lactobacillus.s__Lactobacillus_fermentum	Diagnosis	IPF	0.460498126704669	0.235535094432034	19	3	0.0672146146553419	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Lactobacillus.s__Lactobacillus_reuteri	Diagnosis	IPF	0.603292714109329	0.464120535297817	19	2	0.210998006935915	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Parasutterella.s__Parasutterella_excrementihominis	Diagnosis	IPF	-0.826036014096456	0.507659435361846	19	3	0.122097291576905	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Streptococcus.s__Streptococcus_anginosus_group	Diagnosis	IPF	0.375899680682699	0.259135678597341	19	2	0.165095364830754	0.603151949208552
PWY.7234..inosine.5..phosphate.biosynthesis.III.g__Streptococcus.s__Streptococcus_mutans	Diagnosis	IPF	0.883616187303814	0.584396730886392	19	3	0.148896804732123	0.603151949208552
PWY.7237..myo...chiro..and.scyllo.inositol.degradation.g__Blautia.s__Blautia_obeum	Diagnosis	IPF	-1.03348353611579	0.793194903956515	19	13	0.209969340674605	0.603151949208552
PWY.7237..myo...chiro..and.scyllo.inositol.degradation.g__Dorea.s__Dorea_longicatena	Diagnosis	IPF	-1.9332497624187	1.21001392101733	19	8	0.128527572667143	0.603151949208552
PWY.7237..myo...chiro..and.scyllo.inositol.degradation.g__Lachnoclostridium.s__Clostridium_citroniae	Diagnosis	IPF	-0.276615283673583	0.204089846501318	19	2	0.19303843093145	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Bacteroides.s__Bacteroides_galacturonicus	Diagnosis	IPF	-0.749766615502221	0.461568099355894	19	3	0.12268746125078	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Bacteroides.s__Bacteroides_xylanisolvens	Diagnosis	IPF	-1.34078461619127	0.917839628351652	19	7	0.162305225010578	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	1.23919800807541	0.61964969826569	19	16	0.061757816507863	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Coprococcus.s__Coprococcus_catus	Diagnosis	IPF	1.14049890072934	0.686721747828014	19	13	0.115086155374797	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Dorea.s__Dorea_formicigenerans	Diagnosis	IPF	-1.17411443036393	0.811370354657667	19	11	0.166064373371647	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Dorea.s__Dorea_longicatena	Diagnosis	IPF	-1.26503879208803	0.937102244259638	19	15	0.19473449195024	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Eggerthella.s__Eggerthella_lenta	Diagnosis	IPF	-0.227907994641855	0.162126139895316	19	2	0.177813414236167	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Eubacterium.s__Eubacterium_ramulus	Diagnosis	IPF	0.523253918995953	0.405939300070029	19	3	0.214664373193991	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.15649773677279	0.734657883918653	19	5	0.133866956075884	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Hungatella.s__Hungatella_hathewayi	Diagnosis	IPF	-0.248812699916538	0.179529965484856	19	2	0.183686346429013	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Lachnoclostridium.s__Clostridium_lavalense	Diagnosis	IPF	-0.278649591716757	0.205936601920129	19	2	0.193750140699665	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Lactobacillus.s__Lactobacillus_fermentum	Diagnosis	IPF	0.724083594400051	0.380216731442292	19	3	0.0739228410786789	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Lactobacillus.s__Lactobacillus_reuteri	Diagnosis	IPF	0.626517174077991	0.485545070048864	19	2	0.214208772641384	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Parasutterella.s__Parasutterella_excrementihominis	Diagnosis	IPF	-0.273385657391952	0.201170378481122	19	2	0.191912201871492	0.603151949208552
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Roseburia.s__Roseburia_sp_CAG_197	Diagnosis	IPF	0.405662123874113	0.285125863274932	19	2	0.172900739556576	0.603151949208552
PWY.7434..terminal.O.glycans.residues.modification..via.type.2.precursor.disaccharide..g__Streptococcus.s__Streptococcus_australis	Diagnosis	IPF	0.496582667515236	0.304690715451303	19	4	0.121532821199926	0.603151949208552
PWY.7434..terminal.O.glycans.residues.modification..via.type.2.precursor.disaccharide..unclassified	Diagnosis	IPF	1.37420893963681	0.897988560188823	19	13	0.144332979427105	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Akkermansia.s__Akkermansia_muciniphila	Diagnosis	IPF	-1.33856533411742	0.741632330639574	19	7	0.0888352993510348	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Alistipes.s__Alistipes_shahii	Diagnosis	IPF	-1.56061564641453	1.20885801938734	19	8	0.21398993440963	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_faecis	Diagnosis	IPF	0.232710507366116	0.145736634713126	19	2	0.128733236837063	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_fragilis	Diagnosis	IPF	-1.52173634886926	0.945979317684253	19	8	0.126107867739679	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_sp_CAG_545	Diagnosis	IPF	0.579526295916752	0.442250485196104	19	2	0.207488956297245	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Bacteroides.s__Bacteroides_sp_CAG_709	Diagnosis	IPF	0.452118530629767	0.326408398560056	19	2	0.183920599390438	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	1.30494022746698	0.825573574169915	19	13	0.132384271006445	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Coprobacter.s__Coprobacter_fastidiosus	Diagnosis	IPF	-0.72889712492332	0.44146549738082	19	3	0.117071941775329	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Dorea.s__Dorea_longicatena	Diagnosis	IPF	-1.10763224411658	0.60232408280758	19	14	0.0834595586380257	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Eubacterium.s__Eubacterium_eligens	Diagnosis	IPF	-1.1441195340839	0.734973867863329	19	10	0.137966203821258	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Flavonifractor.s__Flavonifractor_plautii	Diagnosis	IPF	-0.905489006532121	0.448731489986452	19	4	0.0596709210933831	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	Diagnosis	IPF	-0.958729974090208	0.703811968766845	19	16	0.190913428144076	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.29112827177543	0.894380920803058	19	6	0.167027339211312	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Haemophilus.s__Haemophilus_sp_HMSC71H05	Diagnosis	IPF	-0.278494495779751	0.205795597161374	19	2	0.193695828416296	0.603151949208552
PWY.7977..L.methionine.biosynthesis.IV.g__Prevotella.s__Prevotella_sp_CAG_386	Diagnosis	IPF	-0.206260399174687	0.145454394378597	19	2	0.17424923438054	0.603151949208552
PWY.822..fructan.biosynthesis.g__Streptococcus.s__Streptococcus_mutans	Diagnosis	IPF	1.26537753218331	0.707179870004202	19	4	0.0913925578692268	0.603151949208552
PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria..unclassified	Diagnosis	IPF	0.689177637692023	0.432149844736805	19	4	0.129186002895392	0.603151949208552
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.30229628501069	1.02690104246898	19	4	0.221826640310915	0.603151949208552
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..unclassified	Diagnosis	IPF	-0.55482607610529	0.437710997672707	19	19	0.222042228569271	0.603151949208552
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Blautia.s__Ruminococcus_torques	Diagnosis	IPF	1.2575942441855	0.766893059672002	19	14	0.119406723647471	0.603151949208552
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Dorea.s__Dorea_formicigenerans	Diagnosis	IPF	-0.451383896231686	0.253879780451477	19	3	0.0933041983899396	0.603151949208552
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Lachnoclostridium.s__Clostridium_lavalense	Diagnosis	IPF	-0.367063647217164	0.290271337061494	19	2	0.223093698732581	0.603151949208552
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.g__Streptococcus.s__Streptococcus_mutans	Diagnosis	IPF	0.653893898311565	0.510858522398643	19	2	0.217740487071585	0.603151949208552
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle..g__Streptococcus.s__Streptococcus_vestibularis	Diagnosis	IPF	0.608615512494593	0.30904845079261	19	3	0.0654360603608069	0.603151949208552
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle..unclassified	Diagnosis	IPF	1.32117367823779	0.955547907119256	19	13	0.184671680381295	0.603151949208552
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle..unclassified	Diagnosis	IPF	1.23762959175102	0.899667437215722	19	13	0.186785284236486	0.603151949208552
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Alistipes.s__Alistipes_shahii	Diagnosis	IPF	-0.980654156123029	0.776325994634436	19	8	0.223568322506636	0.603151949208552
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_faecis	Diagnosis	IPF	0.545355275864993	0.410920079751077	19	2	0.202006728536699	0.603151949208552
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_fragilis	Diagnosis	IPF	-1.48474369989265	0.949844110727754	19	6	0.136441525253557	0.603151949208552
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Diagnosis	IPF	-1.64718041340581	1.04731059716546	19	14	0.134197076393223	0.603151949208552
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g__Bacteroides.s__Bacteroides_xylanisolvens	Diagnosis	IPF	-1.31428132411847	0.904094943636991	19	7	0.16424224244178	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_faecis	Diagnosis	IPF	0.745566885545947	0.544485436872341	19	3	0.188723368055352	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_thetaiotaomicron	Diagnosis	IPF	-1.38094920739088	1.01004035793285	19	16	0.18936315005241	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_xylanisolvens	Diagnosis	IPF	-1.61814746902624	1.2642733682497	19	9	0.217770386888423	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Blautia.s__Blautia_obeum	Diagnosis	IPF	1.64896731247102	1.21503251070064	19	6	0.19248387578823	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	Diagnosis	IPF	-0.927286873365835	0.728067377074823	19	5	0.219934554512148	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Clostridium.s__Clostridium_disporicum	Diagnosis	IPF	0.525117187398601	0.392439386831908	19	2	0.198493160270937	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Eubacterium.s__Eubacterium_ventriosum	Diagnosis	IPF	0.589726504912191	0.449702635216261	19	3	0.207169340394998	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Hungatella.s__Hungatella_hathewayi	Diagnosis	IPF	-0.263842934953865	0.19263917982469	19	2	0.188626208299305	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Prevotella.s__Prevotella_copri	Diagnosis	IPF	-0.624613923926667	0.377697670410511	19	3	0.11652558154817	0.603151949208552
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Roseburia.s__Roseburia_hominis	Diagnosis	IPF	-1.45593679582157	0.731770958315244	19	10	0.0629695126568977	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Eubacterium.s__Eubacterium_sp_CAG_274	Diagnosis	IPF	-0.254789076223995	0.184690220211203	19	2	0.185603561751893	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Haemophilus.s__Haemophilus_parainfluenzae	Diagnosis	IPF	1.83479089980306	1.02673655387458	19	5	0.091778739065334	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Intestinibacter.s__Intestinibacter_bartlettii	Diagnosis	IPF	1.80274332230379	0.897856775943453	19	8	0.0608256625505001	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Lactobacillus.s__Lactobacillus_fermentum	Diagnosis	IPF	0.71957973699012	0.380562894526095	19	3	0.0758156424587021	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Lactobacillus.s__Lactobacillus_johnsonii	Diagnosis	IPF	0.468198724050711	0.340851853096705	19	2	0.18740609063595	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Lactobacillus.s__Lactobacillus_reuteri	Diagnosis	IPF	0.56998202391245	0.433485127407646	19	2	0.206011686029923	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Monoglobus.s__Monoglobus_pectinilyticus	Diagnosis	IPF	-0.338088905207829	0.261951250767239	19	2	0.214100960628777	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Parasutterella.s__Parasutterella_excrementihominis	Diagnosis	IPF	-0.819871151824204	0.510129344209605	19	3	0.126427388285703	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	Diagnosis	IPF	1.21289418743765	0.76711568807528	19	6	0.132278321156992	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	Diagnosis	IPF	-0.866472804362697	0.444497419390075	19	4	0.0679509926223354	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Ruminococcus.s__Ruminococcus_sp_CAG_177	Diagnosis	IPF	-0.751527911135074	0.454024032316515	19	3	0.116213865119729	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Streptococcus.s__Streptococcus_anginosus_group	Diagnosis	IPF	0.596061007325242	0.419553883131775	19	5	0.173485883652394	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Streptococcus.s__Streptococcus_australis	Diagnosis	IPF	0.66691212292545	0.527664367042407	19	4	0.223324489902751	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Streptococcus.s__Streptococcus_mitis	Diagnosis	IPF	0.342740318071985	0.230774537686665	19	2	0.155805268526813	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Streptococcus.s__Streptococcus_mutans	Diagnosis	IPF	0.900368652857501	0.579749139048513	19	3	0.138833221922501	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Streptococcus.s__Streptococcus_oralis	Diagnosis	IPF	0.236355735589602	0.148165991954668	19	2	0.129086574976534	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Veillonella.s__Veillonella_atypica	Diagnosis	IPF	1.69041361054637	0.860827268796111	19	4	0.0661336140157761	0.603151949208552
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Veillonella.s__Veillonella_dispar	Diagnosis	IPF	1.31397538560969	0.692785625101234	19	4	0.0749977341560186	0.603151949208552
